Registration Number,Annual Turnover
50001,17008052.64
50002,13216351.36
50003,14407683.43
50004,23344952.5
50005,20390754.16
50006,24445636.84
50007,13880870.27
50008,7858755.658
50009,19220269.41
50010,13509125.28
50011,25441632.86
50012,12584570.87
50013,19780771.15
50014,15881904.14
50015,23341585.35
50016,14044348.21
50017,4198248.154
50018,14981113.77
50019,22032628.45
50020,12626482.89
50021,18655197.73
50022,17306947.3
50023,14852120.38
50024,14956744.79
50025,13672489.15
50026,19761479.39
50027,26686150.08
50028,742680.0605
50029,22221375.39
50030,11371586.64
50031,28056463.65
50032,22226359.61
50033,31533499.28
50034,16580937.16
50035,22790168.5
50036,16775882.99
50037,38396746.88
50038,13606804.85
50039,22152834.09
50040,15751945.65
50041,28567040.74
50042,26564363.59
50043,10355961.49
50044,16916384.89
50045,25309216
50046,18153567.21
50047,5857905.516
50048,29232152
50049,22488886.76
50050,8719337.975
50051,8873422.734
50052,12693443.32
50053,18309888.8
50054,4489375.348
50055,24052744.6
50056,22543821.25
50057,20721052.03
50058,24750432.73
50059,7773727.34
50060,19223774.39
50061,20441008.59
50062,18838975.28
50063,13227048.19
50064,16868884.83
50065,31194217.87
50066,19496221.93
50067,6221613.18
50068,17931480.53
50069,13679578.31
50070,13456790.74
50071,14544593.18
50072,25522584.34
50073,13252165.35
50074,12301629.66
50075,13995056.46
50076,19145277.98
50077,22505574.09
50078,3693978.263
50079,15276147.33
50080,16935531.25
50081,2855924.923
50082,24668020.62
50083,10983101.51
50084,17471208
50085,18677235
50086,10554150.62
50087,9181780.325
50088,33377177.2
50089,22236871.87
50090,17659076.86
50091,9754131.134
50092,19227982.62
50093,10416698.9
50094,13122418.12
50095,24152341.67
50096,10773175.45
50097,16548754.22
50098,21086263.36
50099,16150730.4
50100,17511658.03
50101,20328514.68
50102,18657486.15
50103,17457817.52
50104,15564645.88
50105,17708090.4
50106,14355044.57
50107,27737739.98
50108,15370639.44
50109,21442259.67
50110,22582884.85
50111,22480204.69
50112,13282507.72
50113,7555885.134
50114,24058516.58
50115,12548507.2
50116,18532324.36
50117,13820925.56
50118,11530904.41
50119,-121086.45
50120,13525859.92
50121,10758304.89
50122,10257101.13
50123,17375892.5
50124,10490412.65
50125,9566968.665
50126,9627037.49
50127,13121669.89
50128,12552743.01
50129,3805790.737
50130,11748490.98
50131,14212350.3
50132,9478726.049
50133,22716525.54
50134,13575399.6
50135,20338528.09
50136,24688436.8
50137,25047411.13
50138,19530145.56
50139,9130251.818
50140,2885597.444
50141,19013126.16
50142,21620642.91
50143,11402784.86
50144,13052710.38
50145,9332661.824
50146,21760945.11
50147,32928842.71
50148,12417198.97
50149,10245005.39
50150,21453277.6
50151,19935094.83
50152,1725946.04
50153,24581045.11
50154,6147175.68
50155,26094201.09
50156,10687044.81
50157,17405315.28
50158,27671665.04
50159,16829338.04
50160,7377108.226
50161,16977633.39
50162,32022248.37
50163,12788828.1
50164,25419173.64
50165,18107539.54
50166,6383500.529
50167,25544476.6
50168,17534461.35
50169,20430798.1
50170,19387607.2
50171,20925000.6
50172,19461553.49
50173,20491590.7
50174,23426178.13
50175,26531094.24
50176,25278701.36
50177,7055652.582
50178,35518978.83
50179,1542235.272
50180,21263044.57
50181,11000320.28
50182,21624359.54
50183,6587936.864
50184,26034200.14
50185,21085486.14
50186,18913562.73
50187,11522227.83
50188,29113932.34
50189,13028702.73
50190,12547680.04
50191,8569666.52
50192,24104543.85
50193,21743445.87
50194,15709379.8
50195,19149543.01
50196,3719806.603
50197,5486619.571
50198,6825308.179
50199,7114111.114
50200,34362962.67
50201,6706042.624
50202,13433000.02
50203,6174796.279
50204,27980401.87
50205,17814748.42
50206,26457921.94
50207,7064875.727
50208,38977080.47
50209,17720766.08
50210,30168633.31
50211,21999863.18
50212,22856992.43
50213,25131847.07
50214,19225274.31
50215,22315746.07
50216,16824795.76
50217,4969867.263
50218,27417764.75
50219,3963557.499
50220,14934523.95
50221,33191762.52
50222,15484477.07
50223,18213442.19
50224,9649956.09
50225,12396351.66
50226,20655410.05
50227,16530688.09
50228,14458555.05
50229,9734709.23
50230,27376879.03
50231,17943664.51
50232,6012496.91
50233,8524621.087
50234,28178574.98
50235,17687675.24
50236,34380991.61
50237,8516134.276
50238,918385.9709
50239,18541586.94
50240,12383641.16
50241,16467888.73
50242,20248101.68
50243,16372458.79
50244,23186727.28
50245,14709424.78
50246,24391988.77
50247,19235456.85
50248,20719794.8
50249,18674297.79
50250,11223613.01
50251,19839367.67
50252,9895210.836
50253,26005974.42
50254,19233569.72
50255,23860096.58
50256,19085415.17
50257,7859596.43
50258,8842148.573
50259,21905475.76
50260,13979033.64
50261,9605440.554
50262,7376436.041
50263,7434371.991
50264,9884731.218
50265,11915861.22
50266,9195101.688
50267,23248374.54
50268,21888338.54
50269,34047711.72
50270,18662589.64
50271,13069940.09
50272,20416998.68
50273,11333623.19
50274,-3132225.627
50275,12463888.9
50276,20729719.75
50277,16166348.1
50278,12135717.33
50279,13911663.58
50280,15649690.02
50281,16153507.7
50282,25574601.9
50283,8915179.177
50284,27995054.21
50285,7794444.87
50286,3939388.049
50287,1146698.388
50288,33146308.24
50289,7313683.836
50290,18334468.37
50291,16874905.47
50292,12723770.74
50293,15935748.37
50294,11699913.73
50295,23257737.55
50296,23962173.88
50297,8100154.154
50298,15251987.18
50299,22874468.96
50300,17953191.14
50301,27159315.73
50302,12475457.07
50303,8637895.948
50304,25110321.95
50305,8450643.482
50306,22292341.07
50307,13148181.17
50308,22939783.98
50309,6619691.44
50310,10298336.44
50311,11780842.04
50312,24249930.19
50313,15217042.82
50314,16909515.61
50315,8936895.225
50316,23281356.43
50317,15324583.28
50318,18813086.72
50319,11852581.3
50320,21274807.42
50321,9139004.924
50322,13717275.6
50323,12929110.37
50324,19283419.94
50325,5817634.068
50326,18620015.38
50327,20059988.25
50328,21645210.07
50329,30358288.37
50330,14955307.51
50331,5966437.114
50332,16537797.48
50333,15009821.41
50334,17452533.5
50335,23318398.39
50336,25660901.51
50337,6455492.473
50338,4898232.589
50339,19365966.69
50340,7109075.799
50341,12302942.67
50342,16185125.91
50343,21704393.33
50344,24244625.3
50345,24541187.11
50346,7146706.899
50347,13136174.07
50348,6698303.391
50349,12814451.29
50350,13805896.03
50351,8744822.045
50352,24130819.91
50353,24861738.83
50354,20068904.7
50355,9297373.619
50356,12110927.71
50357,10228985.89
50358,10027554.18
50359,19026642.1
50360,14001779.83
50361,17277245.56
50362,22884841.88
50363,13227781.79
50364,25989247.15
50365,7356568.184
50366,16919229.13
50367,28504502.36
50368,7791578.851
50369,20684765.62
50370,9106804.92
50371,32657798.45
50372,18833692.44
50373,15369552.67
50374,24990432.84
50375,5196217.122
50376,10674728.46
50377,-1046241.14
50378,5259897.127
50379,26803042.86
50380,7605656.994
50381,11985158.9
50382,25878378.33
50383,9432499.987
50384,18350038.69
50385,5920244.793
50386,10914640.95
50387,21391271.06
50388,18234016.42
50389,18567613.22
50390,14923626.52
50391,18519756.49
50392,30173091.19
50393,9471784.681
50394,8465415.153
50395,18333742.14
50396,21551345.7
50397,27385371.12
50398,9273617.401
50399,10360116.1
50400,19908717.12
50401,22912302.27
50402,3514813.709
50403,12934786.77
50404,39127118.83
50405,12195961.6
50406,21949483.9
50407,33088889.11
50408,12413097.16
50409,16177913.16
50410,20119199.36
50411,17055198.25
50412,12128234.35
50413,25651432.84
50414,9639827.538
50415,33602926.99
50416,25955078.75
50417,13336442.78
50418,19084407.88
50419,15185685.13
50420,14328085.19
50421,-6436253.853
50422,16601315.71
50423,18659127.08
50424,21767231.33
50425,19358587.98
50426,22661355.06
50427,-1634294.856
50428,12203206.67
50429,1033195.126
50430,5616262.847
50431,4255327.961
50432,17604674.29
50433,17116749.06
50434,2393142.437
50435,24852551.99
50436,22226370.61
50437,10057425.51
50438,12349846.32
