Registration Number,Annual Turnover
50001,35115659.47
50002,26537482.11
50003,29861858.79
50004,40943374.98
50005,33939075.39
50006,40922993.66
50007,30416126.55
50008,21783286.77
50009,35260645.59
50010,31002746.47
50011,36765527.8
50012,24803189.35
50013,34049710.75
50014,30925389.49
50015,38187612.15
50016,29521630.34
50017,18985960.87
50018,26841450.47
50019,37245427.92
50020,27427804.02
50021,35932878.63
50022,30507897.81
50023,29880804.06
50024,30837389.6
50025,27763397.97
50026,35172407.12
50027,37171543.58
50028,15421364.54
50029,36247356.73
50030,26130857.37
50031,45886986.23
50032,39861732.44
50033,42695566.29
50034,30225946.41
50035,36676211.82
50036,30163892.87
50037,54592961.04
50038,25783210.9
50039,34752175.53
50040,27205016.09
50041,39629741.47
50042,46668143.43
50043,24731322.47
50044,33885834.75
50045,36834503.44
50046,34772056.81
50047,19316089.41
50048,48066467.79
50049,38070464.16
50050,21361416.6
50051,23448683.66
50052,26038231.61
50053,34115818.81
50054,23469770.64
50055,37331033.85
50056,36887973.71
50057,32256629.41
50058,36565385.56
50059,23679183.8
50060,26635952.02
50061,31704164.43
50062,34268439.44
50063,32396123.17
50064,31575251.39
50065,49763363.94
50066,33181545.66
50067,22736005.03
50068,31096015.59
50069,28816606.38
50070,25504263.95
50071,27283568.61
50072,45646428.46
50073,26098435.94
50074,29970326.67
50075,29582329.46
50076,31180334.77
50077,32672507.45
50078,18134868.79
50079,29126180.46
50080,30031739.03
50081,14465594.71
50082,38794414.81
50083,26614194.33
50084,33305075.59
50085,31704723.23
50086,26044768.34
50087,20751771.25
50088,53088112.19
50089,36429260.04
50090,32743580.7
50091,20392137.75
50092,31994961.19
50093,28267997.32
50094,32033467.1
50095,38422855.09
50096,24653152.86
50097,32027217.56
50098,36556882.94
50099,32417672.87
50100,38602517.09
50101,37804708.17
50102,32484201.22
50103,31925644.54
50104,31794199.82
50105,31254907.75
50106,27275184.7
50107,40124972.23
50108,30964222.27
50109,41524670.98
50110,38170532.35
50111,35884238.95
50112,30408699.16
50113,22214096.6
50114,38685697.22
50115,28305461.56
50116,35836548.09
50117,26950400.9
50118,24792164.18
50119,17813041.53
50120,24057881.82
50121,25142664.99
50122,24889920.22
50123,33812006.17
50124,26272902.3
50125,22851371.8
50126,24438935.61
50127,27352869.59
50128,26967554.79
50129,19227495.89
50130,32461476.28
50131,26610457.6
50132,24689487.95
50133,36973046.34
50134,23475271.72
50135,30854160.29
50136,42865673.81
50137,39210277.54
50138,32763628.63
50139,24450858.9
50140,20025278.3
50141,34759728.23
50142,37579472.18
50143,26432422.63
50144,28132819.98
50145,27321460.18
50146,37292384.66
50147,46989721.6
50148,23391612.3
50149,24955876.03
50150,38467902.69
50151,33593061.5
50152,17461053.12
50153,38997092.25
50154,18137989.69
50155,39410642.95
50156,23066981.27
50157,35680959.94
50158,41662189.63
50159,31313805.32
50160,19520932.86
50161,33660100.77
50162,48697184.1
50163,24003167.73
50164,40701928.48
50165,28538930.51
50166,19436459.28
50167,37095146.8
50168,31595688.61
50169,36946160.92
50170,33764378.67
50171,33901422.66
50172,31691422.84
50173,36625900.65
50174,37539376.65
50175,39480191.03
50176,39245308.9
50177,30592870.03
50178,46349665.54
50179,15635291.5
50180,42401581.61
50181,26310721.81
50182,33300527.93
50183,24047481.04
50184,42207095.93
50185,36417099.09
50186,34410592
50187,25649923.98
50188,42987818.92
50189,25204500.98
50190,30464741.8
50191,23820999.98
50192,37516034.75
50193,36779744.1
50194,33331185.77
50195,37514712.04
50196,20375444.4
50197,23792003.86
50198,22080542.01
50199,21222476.09
50200,49961992.33
50201,19512624.96
50202,28604235.14
50203,16826286.64
50204,47014548.07
50205,33894225.23
50206,40822624.88
50207,24381650.88
50208,51497924.38
50209,32851850.16
50210,45144867.24
50211,32507555.01
50212,36756607.16
50213,37520293.58
50214,32898398.81
50215,35131437.02
50216,34085611.57
50217,20181569.38
50218,40437424.85
50219,17990773.7
50220,31891612.55
50221,43002659.31
50222,28194177.56
50223,29677736.99
50224,22838130.26
50225,29178034.51
50226,35576190.03
50227,26443016.13
50228,31203165.05
50229,24854067.75
50230,42648331.52
50231,32640525.96
50232,21682728.18
50233,25812516.74
50234,45858537.51
50235,33365187.05
50236,52101075.91
50237,24226302.91
50238,19242918.89
50239,33662437
50240,28668879.98
50241,33467717.81
50242,36425870.52
50243,29801405.42
50244,37304942.98
50245,30946139.05
50246,36637925.83
50247,35531118.76
50248,32286538.72
50249,35108211.11
50250,25854106.38
50251,35230635.08
50252,23885872.37
50253,39284916.96
50254,35085116.54
50255,37834486.33
50256,36431248.91
50257,28473858.47
50258,23676974.44
50259,35199581.33
50260,30014388.04
50261,26160740.45
50262,23853630.62
50263,23032472.12
50264,27264203.49
50265,23348460.26
50266,23802351.3
50267,33699815.75
50268,37831688.39
50269,53013996.33
50270,36954168.04
50271,29360256.79
50272,35088059.88
50273,25401916.1
50274,11182942.64
50275,26948911.89
50276,32922458.87
50277,30628717.12
50278,24873913.67
50279,30950299.23
50280,30407237.69
50281,30335129.83
50282,38757597.57
50283,25987103.55
50284,44264725.37
50285,22748337.15
50286,17750077.6
50287,19705999.05
50288,49489433.08
50289,25219287.2
50290,31776643.02
50291,32635873.14
50292,25740627.29
50293,27612694.63
50294,24911305.51
50295,38678768.8
50296,32611602.97
50297,24468625.3
50298,32416459.29
50299,38646327.45
50300,33158207.59
50301,42306347.81
50302,27511594.34
50303,23073230.33
50304,41396480.38
50305,22426004.11
50306,35468216.13
50307,27156357.44
50308,36443173.57
50309,24809730.14
50310,26521116.83
50311,26465352.14
50312,38846230.86
50313,29831578.35
50314,32287488.42
50315,22212791.02
50316,36394630.41
50317,34151782.67
50318,32284494.3
50319,27098477.38
50320,36288086.76
50321,24020391.86
50322,26460314.54
50323,29111150.19
50324,34420171.51
50325,20647303.77
50326,35170507.09
50327,36902849.54
50328,32847558.08
50329,44456516.13
50330,29712130.37
50331,17473160.34
50332,28880196.91
50333,29796568.52
50334,29270661.98
50335,40202792.92
50336,38054491.27
50337,20222346.62
50338,21871687.69
50339,30499587.3
50340,24657771.62
50341,27056602.6
50342,33012465.36
50343,34524885.51
50344,33320313.84
50345,42769093
50346,22656103.17
50347,26674190.63
50348,21752642.76
50349,28301816.89
50350,30757726.47
50351,25567430.39
50352,38075546.32
50353,36401598.11
50354,35722958.27
50355,18184002.52
50356,29001016.16
50357,27419016.8
50358,25599637.03
50359,36276803.5
50360,28670855.97
50361,30176593.16
50362,35147025.37
50363,30326265.71
50364,40868201.46
50365,19596831.22
50366,31992848.22
50367,44424503.74
50368,23632824.95
50369,36354863.91
50370,22415163.14
50371,45710694.57
50372,36190645.85
50373,31446120.58
50374,39481023.34
50375,16004701.98
50376,24647004.32
50377,14873963.11
50378,21824376.12
50379,38407427.79
50380,18467805.41
50381,27613823.38
50382,38385470.96
50383,25367960.95
50384,33028551.05
50385,20544084.86
50386,27348624.61
50387,34491744.13
50388,34050620.5
50389,35046845.03
50390,28544408.86
50391,32019781.63
50392,41147894.06
50393,27469716.73
50394,27472040.42
50395,29817587.68
50396,39969880.91
50397,41958412.22
50398,26996619.24
50399,24240336.64
50400,34432043.13
50401,35766133.12
50402,18320284.46
50403,29409253.2
50404,38688497.32
50405,25114207.57
50406,32403767.27
50407,36370072.02
50408,30069441.66
50409,30671380.2
50410,35713423.47
50411,31037034.54
50412,26710622.1
50413,41472737.06
50414,25384032.01
50415,51448974.21
50416,41019260.76
50417,29505155.49
50418,35167088.25
50419,26868604.56
50420,30636592.48
50421,11051271.03
50422,32371338.13
50423,34668114.92
50424,42957842.74
50425,31980239.99
50426,37997215.64
50427,16872425.78
50428,27727856.05
50429,21478364.83
50430,20318226.61
50431,16971945.9
50432,28225006.39
50433,31031772.75
50434,17975566.96
50435,36799198
50436,35751687.34
50437,24552644.73
50438,29044244.48
50439,18715843.54
50440,38696631.74
50441,23931871.63
50442,26906171.3
50443,16467311.9
50444,30809363.76
50445,24789953.67
50446,33279064.53
50447,38990114.1
50448,14554163.13
50449,41471073.31
50450,34980675.82
50451,28357928.19
50452,18880167.63
50453,31329976.86
50454,30278867.64
50455,21195634.09
50456,33182567.36
50457,25694575.1
50458,16514621.1
50459,26412543.62
50460,34996647.56
50461,24138656.87
50462,37838764.3
50463,31555614.03
50464,39335412.12
50465,24647094.63
50466,28354272.91
50467,29114488.53
50468,35753282.72
50469,36650913.11
50470,27790971.34
50471,33854158.99
50472,30746358.08
50473,33892069.88
50474,29609447.6
50475,33649556.82
50476,37425667.81
50477,27051207.45
50478,36808408.7
50479,20398086.7
50480,23770026.25
50481,36395737.61
50482,43099252.08
50483,43542611.72
50484,27142299.08
50485,38580957.28
50486,31130736.53
50487,40839965.51
50488,41447584.62
50489,46478669.83
50490,27985719.56
50491,24187272.26
50492,29749349.56
50493,33318558.27
50494,28778223.31
50495,28605247.93
50496,24599553.34
50497,27724376.92
50498,32122363.46
50499,17885260.21
50500,25305357.98
