Registration Number,Annual Turnover
50001,34536031.84
50002,29779807.11
50003,29465210.62
50004,43482277.98
50005,35606835.01
50006,37117428.83
50007,27711979.2
50008,24648063.55
50009,35373301.17
50010,27257641.73
50011,38259874.59
50012,27396915.34
50013,30494165.53
50014,32185372.14
50015,38688714.61
50016,31808128.2
50017,22418002.76
50018,29186578.89
50019,36152354.97
50020,34584916.35
50021,48231325.04
50022,33482679.99
50023,24788825.84
50024,23260626.6
50025,24437731.29
50026,34757617
50027,38280598.35
50028,25674448.16
50029,33202505.55
50030,25940158.93
50031,49470965.6
50032,38370763.32
50033,44375575.51
50034,25620066.77
50035,29950031.27
50036,27248218.47
50037,39063766.25
50038,29715370.67
50039,34562802.15
50040,29913268.97
50041,34135234.05
50042,38493136.81
50043,29968210.64
50044,31292378.41
50045,40722060.59
50046,31247261.54
50047,25715351.04
50048,42492228.31
50049,41550001.19
50050,22333367.78
50051,26951076.73
50052,28905128.14
50053,37521199.19
50054,25819891.57
50055,36877938.72
50056,33537691.87
50057,30767139.12
50058,37345401.54
50059,28155393.29
50060,23860420.33
50061,29908143.47
50062,29725884.25
50063,30425213.79
50064,28976523.06
50065,43880486.59
50066,25452099.6
50067,24607386.02
50068,38144301.31
50069,37807428.24
50070,29101636.69
50071,28266634.05
50072,32829590.72
50073,27323019.49
50074,26203543.24
50075,30775478.98
50076,28526938.14
50077,21601949.64
50078,24244298.54
50079,23320940.86
50080,32815008.06
50081,25004209.67
50082,33456875.77
50083,28501180.08
50084,31814445.84
50085,34350869.48
50086,30178295.97
50087,23102468.16
50088,46539770.95
50089,41554711.32
50090,29021896.11
50091,25602263.46
50092,23070146.53
50093,25069733.65
50094,30103719.02
50095,35821883.71
50096,29234184.42
50097,28266607.87
50098,42716623.89
50099,33723220.32
50100,29704003.87
50101,34978519.83
50102,25831690.77
50103,33821943.57
50104,32742392.18
50105,37915820.1
50106,27443005.98
50107,44329870.6
50108,32082270.48
50109,44260465.6
50110,37168229.19
50111,37266238.52
50112,25407370.37
50113,27141895.34
50114,34806241.01
50115,26285337.54
50116,31559173.44
50117,34612026.33
50118,24426205.8
50119,21568139.51
50120,26152892.93
50121,30043940.57
50122,19571924.55
50123,30837107.63
50124,26760651.58
50125,23012409.3
50126,23360145.61
50127,23854314.06
50128,23654936.35
50129,23873835.36
50130,25777040.02
50131,29160539.65
50132,25523675.66
50133,36394549.47
50134,45918743.89
50135,31456013.33
50136,38623934.04
50137,35974667.89
50138,34792786.87
50139,22089351.61
50140,25434578.68
50141,29817274.55
50142,35729339.57
50143,24850073.38
50144,30821791.19
50145,25982649.28
50146,37789502.02
50147,40840728.77
50148,26382571.01
50149,38737460.57
50150,35035273.15
50151,28096493.3
50152,28098371.78
50153,37352353.97
50154,26513066.84
50155,40795752.96
50156,24309715.1
50157,32545169.21
50158,37388557.64
50159,29658005.37
50160,24470811.43
50161,24255642.19
50162,46885538.2
50163,31290494.22
50164,37004870.83
50165,38485181.24
50166,24479333.29
50167,45211250.65
50168,33275530.08
50169,36745227.1
