Registration Number,Annual Turnover
50001,34934084.7
50002,26565782.02
50003,27206597.38
50004,39003452.88
50005,32449085.08
50006,38487259.61
50007,27184558.14
50008,20335744.62
50009,34882217.73
50010,35025408.95
50011,37813717.38
50012,21276662.14
50013,35058106
50014,32737698.61
50015,39436652.93
50016,27107693.35
50017,19573823.75
50018,28806421.49
50019,39123178.88
50020,31830854.34
50021,30181910.39
50022,32281203.9
50023,21705928.09
50024,27649256.48
50025,21464964.51
50026,35744686.36
50027,38219157.21
50028,21353031.61
50029,31411847.55
50030,23049163.19
50031,43861343.7
50032,36769879.96
50033,46747828.43
50034,31488795.2
50035,32014623.88
50036,24975469.53
50037,44273354.33
50038,27786115.37
50039,33130174.24
50040,26266236.7
50041,39055969.05
50042,42893304.08
50043,26055934.21
50044,39303797.12
50045,34694124.45
50046,32687999.98
50047,20269750.24
50048,42698660.56
50049,38295094.87
50050,21197019.9
50051,20666052.87
50052,25297210.13
50053,33958710.9
50054,24543281.3
50055,40195947.25
50056,35132966.3
50057,30612440.25
50058,39383545.01
50059,31066841.74
50060,21027682.06
50061,29726429.4
50062,32785549.46
50063,31547888.15
50064,31450639.5
50065,48659554.17
50066,29293922.26
50067,22090016.57
50068,30807556.35
50069,29625160.32
50070,24975015.25
50071,26024311.35
50072,36726206.3
50073,30387664.09
50074,29453448.62
50075,29225424.03
50076,26932325.11
50077,27555758.79
50078,19715484.9
50079,26927080.25
50080,31617168.37
50081,19185530.37
50082,34035186.46
50083,25000931.47
50084,32561498.39
50085,28233603.03
50086,29251418.96
50087,21203403.09
50088,50973650.4
50089,38298349.32
50090,27236489.95
50091,16959505.13
50092,24878596.81
50093,27098423.36
50094,29998291.99
50095,36903253.09
50096,23043240.55
50097,32075502.73
50098,35857623.61
50099,32691745.94
50100,35766519.6
50101,37046065.15
50102,28792627.74
50103,34268382.11
50104,33593940.35
50105,35763013.2
50106,32478463.29
50107,41480505.83
50108,28681828.28
50109,43059232.82
50110,37717093.56
50111,37533930.91
50112,27682923.34
50113,26866450.78
50114,37875400.3
50115,27795652.03
50116,34825415.48
50117,31809098.57
50118,26076025.25
50119,12954875.09
50120,21687783.51
50121,24928747.3
50122,25266943.91
50123,32903097.21
50124,19066770.4
50125,22974125.84
50126,20538880.91
50127,26649059.65
50128,29430811.52
50129,18919065.72
50130,34954765.64
50131,25328499.95
50132,27483959.07
50133,36989743.55
50134,26690494.15
50135,37171580.45
50136,40837542.35
50137,37468007.54
50138,36441016.02
50139,24968226.17
50140,25528141.79
50141,32293453.47
50142,34512673.26
50143,23900129.57
50144,32616911.39
50145,26225765.96
50146,35938078.63
50147,39374500.94
50148,24908787.7
50149,22149758.32
50150,35490147.58
50151,26522756.58
50152,12953064.4
50153,39291895.09
50154,17301668.7
50155,41958535.27
50156,21433590.9
50157,33919353.3
50158,40801635.95
50159,32070481.04
50160,20577177.48
50161,32368666.57
50162,44643206.25
50163,30370896.72
50164,37726961.72
50165,36026361.87
50166,20840308.58
50167,31801016.93
50168,28549257.02
50169,36930897.38
50170,32099622.1
50171,41528528.49
50172,30063074.37
50173,38622896.24
50174,36521590.52
50175,34350780.48
50176,34941049.99
50177,37823961.82
50178,46832224.81
50179,14503057.85
50180,40580006.96
50181,28449700.73
50182,29647506.96
50183,26131082.41
50184,40213848.6
50185,36464104.71
